timestamp,data
2020003,111001
2020003,111001
2020003,111001
2020003,111001
2020003,111001
2020003,111001
2020003,111001
2020003,111001
2020003,111001
2020003,111001
2020006,111002
2020006,111002
2020006,111002
2020006,111002
2020006,111002
2020006,111002
2020006,111002
2020006,111002
2020006,111002
2020006,111002
2020009,111003
2020009,111003
2020009,111003
2020009,111003
2020009,111003
2020009,111003
2020009,111003
2020009,111003
2020009,111003
2020009,111003
2020012,111004
2020012,111004
2020012,111004
2020012,111004
2020012,111004
2020012,111004
2020012,111004
2020012,111004
2020012,111004
2020012,111004
2020015,111005
2020015,111005
2020015,111005
2020015,111005
2020015,111005
2020015,111005
2020015,111005
2020015,111005
2020015,111005
2020015,111005
2020018,111006
2020018,111006
2020018,111006
2020018,111006
2020018,111006
2020018,111006
2020018,111006
2020018,111006
2020018,111006
2020018,111006
2020021,111007
2020021,111007
2020021,111007
2020021,111007
2020021,111007
2020021,111007
2020021,111007
2020021,111007
2020021,111007
2020021,111007
2020024,111008
2020024,111008
2020024,111008
2020024,111008
2020024,111008
2020024,111008
2020024,111008
2020024,111008
2020024,111008
2020024,111008
2020027,111009
2020027,111009
2020027,111009
2020027,111009
2020027,111009
2020027,111009
2020027,111009
2020027,111009
2020027,111009
2020027,111009
2020030,111010
2020030,111010
2020030,111010
2020030,111010
2020030,111010
2020030,111010
2020030,111010
2020030,111010
2020030,111010
2020030,111010
2020033,111011
2020033,111011
2020033,111011
2020033,111011
2020033,111011
2020033,111011
2020033,111011
2020033,111011
2020033,111011
2020033,111011
2020036,111012
2020036,111012
2020036,111012
2020036,111012
2020036,111012
2020036,111012
2020036,111012
2020036,111012
2020036,111012
2020036,111012
2020039,111013
2020039,111013
2020039,111013
2020039,111013
2020039,111013
2020039,111013
2020039,111013
2020039,111013
2020039,111013
2020039,111013
2020042,111014
2020042,111014
2020042,111014
2020042,111014
2020042,111014
2020042,111014
2020042,111014
2020042,111014
2020042,111014
2020042,111014
2020045,111015
2020045,111015
2020045,111015
2020045,111015
2020045,111015
2020045,111015
2020045,111015
2020045,111015
2020045,111015
2020045,111015
2020048,111016
2020048,111016
2020048,111016
2020048,111016
2020048,111016
2020048,111016
2020048,111016
2020048,111016
2020048,111016
2020048,111016
2020051,111017
2020051,111017
2020051,111017
2020051,111017
2020051,111017
2020051,111017
2020051,111017
2020051,111017
2020051,111017
2020051,111017
2020054,111018
2020054,111018
2020054,111018
2020054,111018
2020054,111018
2020054,111018
2020054,111018
2020054,111018
2020054,111018
2020054,111018
2020057,111019
2020057,111019
2020057,111019
2020057,111019
2020057,111019
2020057,111019
2020057,111019
2020057,111019
2020057,111019
2020057,111019
2020060,111020
2020060,111020
2020060,111020
2020060,111020
2020060,111020
2020060,111020
2020060,111020
2020060,111020
2020060,111020
2020060,111020
2020063,111021
2020063,111021
2020063,111021
2020063,111021
2020063,111021
2020063,111021
2020063,111021
2020063,111021
2020063,111021
2020063,111021
2020066,111022
2020066,111022
2020066,111022
2020066,111022
2020066,111022
2020066,111022
2020066,111022
2020066,111022
2020066,111022
2020066,111022
2020069,111023
2020069,111023
2020069,111023
2020069,111023
2020069,111023
2020069,111023
2020069,111023
2020069,111023
2020069,111023
2020069,111023
2020072,111024
2020072,111024
2020072,111024
2020072,111024
2020072,111024
2020072,111024
2020072,111024
2020072,111024
2020072,111024
2020072,111024
2020075,111025
2020075,111025
2020075,111025
2020075,111025
2020075,111025
2020075,111025
2020075,111025
2020075,111025
2020075,111025
2020075,111025
2020078,111026
2020078,111026
2020078,111026
2020078,111026
2020078,111026
2020078,111026
2020078,111026
2020078,111026
2020078,111026
2020078,111026
2020081,111027
2020081,111027
2020081,111027
2020081,111027
2020081,111027
2020081,111027
2020081,111027
2020081,111027
2020081,111027
2020081,111027
2020084,111028
2020084,111028
2020084,111028
2020084,111028
2020084,111028
2020084,111028
2020084,111028
2020084,111028
2020084,111028
2020084,111028
2020087,111029
2020087,111029
2020087,111029
2020087,111029
2020087,111029
2020087,111029
2020087,111029
2020087,111029
2020087,111029
2020087,111029
2020090,111030
2020090,111030
2020090,111030
2020090,111030
2020090,111030
2020090,111030
2020090,111030
2020090,111030
2020090,111030
2020090,111030
2020093,111031
2020093,111031
2020093,111031
2020093,111031
2020093,111031
2020093,111031
2020093,111031
2020093,111031
2020093,111031
2020093,111031
2020096,111032
2020096,111032
2020096,111032
2020096,111032
2020096,111032
2020096,111032
2020096,111032
2020096,111032
2020096,111032
2020096,111032
2020099,111033
2020099,111033
2020099,111033
2020099,111033
2020099,111033
2020099,111033
2020099,111033
2020099,111033
2020099,111033
2020099,111033
2020102,111034
2020102,111034
2020102,111034
2020102,111034
2020102,111034
2020102,111034
2020102,111034
2020102,111034
2020102,111034
2020102,111034
2020105,111035
2020105,111035
2020105,111035
2020105,111035
2020105,111035
2020105,111035
2020105,111035
2020105,111035
2020105,111035
2020105,111035
2020108,111036
2020108,111036
2020108,111036
2020108,111036
2020108,111036
2020108,111036
2020108,111036
2020108,111036
2020108,111036
2020108,111036
2020111,111037
2020111,111037
2020111,111037
2020111,111037
2020111,111037
2020111,111037
2020111,111037
2020111,111037
2020111,111037
2020111,111037
2020114,111038
2020114,111038
2020114,111038
2020114,111038
2020114,111038
2020114,111038
2020114,111038
2020114,111038
2020114,111038
2020114,111038
2020117,111039
2020117,111039
2020117,111039
2020117,111039
2020117,111039
2020117,111039
2020117,111039
2020117,111039
2020117,111039
2020117,111039
2020120,111040
2020120,111040
2020120,111040
2020120,111040
2020120,111040
2020120,111040
2020120,111040
2020120,111040
2020120,111040
2020120,111040
2020123,111041
2020123,111041
2020123,111041
2020123,111041
2020123,111041
2020123,111041
2020123,111041
2020123,111041
2020123,111041
2020123,111041
2020126,111042
2020126,111042
2020126,111042
2020126,111042
2020126,111042
2020126,111042
2020126,111042
2020126,111042
2020126,111042
2020126,111042
2020129,111043
2020129,111043
2020129,111043
2020129,111043
2020129,111043
2020129,111043
2020129,111043
2020129,111043
2020129,111043
2020129,111043
2020132,111044
2020132,111044
2020132,111044
2020132,111044
2020132,111044
2020132,111044
2020132,111044
2020132,111044
2020132,111044
2020132,111044
2020135,111045
2020135,111045
2020135,111045
2020135,111045
2020135,111045
2020135,111045
2020135,111045
2020135,111045
2020135,111045
2020135,111045
2020138,111046
2020138,111046
2020138,111046
2020138,111046
2020138,111046
2020138,111046
2020138,111046
2020138,111046
2020138,111046
2020138,111046
2020141,111047
2020141,111047
2020141,111047
2020141,111047
2020141,111047
2020141,111047
2020141,111047
2020141,111047
2020141,111047
2020141,111047
2020144,111048
2020144,111048
2020144,111048
2020144,111048
2020144,111048
2020144,111048
2020144,111048
2020144,111048
2020144,111048
2020144,111048
2020147,111049
2020147,111049
2020147,111049
2020147,111049
2020147,111049
2020147,111049
2020147,111049
2020147,111049
2020147,111049
2020147,111049
2020150,111050
2020150,111050
2020150,111050
2020150,111050
2020150,111050
2020150,111050
2020150,111050
2020150,111050
2020150,111050
2020150,111050
2020153,111051
2020153,111051
2020153,111051
2020153,111051
2020153,111051
2020153,111051
2020153,111051
2020153,111051
2020153,111051
2020153,111051
2020156,111052
2020156,111052
2020156,111052
2020156,111052
2020156,111052
2020156,111052
2020156,111052
2020156,111052
2020156,111052
2020156,111052
2020159,111053
2020159,111053
2020159,111053
2020159,111053
2020159,111053
2020159,111053
2020159,111053
2020159,111053
2020159,111053
2020159,111053
2020162,111054
2020162,111054
2020162,111054
2020162,111054
2020162,111054
2020162,111054
2020162,111054
2020162,111054
2020162,111054
2020162,111054
2020165,111055
2020165,111055
2020165,111055
2020165,111055
2020165,111055
2020165,111055
2020165,111055
2020165,111055
2020165,111055
2020165,111055
2020168,111056
2020168,111056
2020168,111056
2020168,111056
2020168,111056
2020168,111056
2020168,111056
2020168,111056
2020168,111056
2020168,111056
2020171,111057
2020171,111057
2020171,111057
2020171,111057
2020171,111057
2020171,111057
2020171,111057
2020171,111057
2020171,111057
2020171,111057
2020174,111058
2020174,111058
2020174,111058
2020174,111058
2020174,111058
2020174,111058
2020174,111058
2020174,111058
2020174,111058
2020174,111058
2020177,111059
2020177,111059
2020177,111059
2020177,111059
2020177,111059
2020177,111059
2020177,111059
2020177,111059
2020177,111059
2020177,111059
2020180,111060
2020180,111060
2020180,111060
2020180,111060
2020180,111060
2020180,111060
2020180,111060
2020180,111060
2020180,111060
2020180,111060
2020183,111061
2020183,111061
2020183,111061
2020183,111061
2020183,111061
2020183,111061
2020183,111061
2020183,111061
2020183,111061
2020183,111061
2020186,111062
2020186,111062
2020186,111062
2020186,111062
2020186,111062
2020186,111062
2020186,111062
2020186,111062
2020186,111062
2020186,111062
2020189,111063
2020189,111063
2020189,111063
2020189,111063
2020189,111063
2020189,111063
2020189,111063
2020189,111063
2020189,111063
2020189,111063
2020192,111064
2020192,111064
2020192,111064
2020192,111064
2020192,111064
2020192,111064
2020192,111064
2020192,111064
2020192,111064
2020192,111064
2020195,111065
2020195,111065
2020195,111065
2020195,111065
2020195,111065
2020195,111065
2020195,111065
2020195,111065
2020195,111065
2020195,111065
2020198,111066
2020198,111066
2020198,111066
2020198,111066
2020198,111066
2020198,111066
2020198,111066
2020198,111066
2020198,111066
2020198,111066
2020201,111067
2020201,111067
2020201,111067
2020201,111067
2020201,111067
2020201,111067
2020201,111067
2020201,111067
2020201,111067
2020201,111067
2020204,111068
2020204,111068
2020204,111068
2020204,111068
2020204,111068
2020204,111068
2020204,111068
2020204,111068
2020204,111068
2020204,111068
2020207,111069
2020207,111069
2020207,111069
2020207,111069
2020207,111069
2020207,111069
2020207,111069
2020207,111069
2020207,111069
2020207,111069
2020210,111070
2020210,111070
2020210,111070
2020210,111070
2020210,111070
2020210,111070
2020210,111070
2020210,111070
2020210,111070
2020210,111070
2020213,111071
2020213,111071
2020213,111071
2020213,111071
2020213,111071
2020213,111071
2020213,111071
2020213,111071
2020213,111071
2020213,111071
2020216,111072
2020216,111072
2020216,111072
2020216,111072
2020216,111072
2020216,111072
2020216,111072
2020216,111072
2020216,111072
2020216,111072
2020219,111073
2020219,111073
2020219,111073
2020219,111073
2020219,111073
2020219,111073
2020219,111073
2020219,111073
2020219,111073
2020219,111073
2020222,111074
2020222,111074
2020222,111074
2020222,111074
2020222,111074
2020222,111074
2020222,111074
2020222,111074
2020222,111074
2020222,111074
2020225,111075
2020225,111075
2020225,111075
2020225,111075
2020225,111075
2020225,111075
2020225,111075
2020225,111075
2020225,111075
2020225,111075
2020228,111076
2020228,111076
2020228,111076
2020228,111076
2020228,111076
2020228,111076
2020228,111076
2020228,111076
2020228,111076
2020228,111076
2020231,111077
2020231,111077
2020231,111077
2020231,111077
2020231,111077
2020231,111077
2020231,111077
2020231,111077
2020231,111077
2020231,111077
2020234,111078
2020234,111078
2020234,111078
2020234,111078
2020234,111078
2020234,111078
2020234,111078
2020234,111078
2020234,111078
2020234,111078
2020237,111079
2020237,111079
2020237,111079
2020237,111079
2020237,111079
2020237,111079
2020237,111079
2020237,111079
2020237,111079
2020237,111079
2020240,111080
2020240,111080
2020240,111080
2020240,111080
2020240,111080
2020240,111080
2020240,111080
2020240,111080
2020240,111080
2020240,111080
2020243,111081
2020243,111081
2020243,111081
2020243,111081
2020243,111081
2020243,111081
2020243,111081
2020243,111081
2020243,111081
2020243,111081
2020246,111082
2020246,111082
2020246,111082
2020246,111082
2020246,111082
2020246,111082
2020246,111082
2020246,111082
2020246,111082
2020246,111082
2020249,111083
2020249,111083
2020249,111083
2020249,111083
2020249,111083
2020249,111083
2020249,111083
2020249,111083
2020249,111083
2020249,111083
2020252,111084
2020252,111084
2020252,111084
2020252,111084
2020252,111084
2020252,111084
2020252,111084
2020252,111084
2020252,111084
2020252,111084
2020255,111085
2020255,111085
2020255,111085
2020255,111085
2020255,111085
2020255,111085
2020255,111085
2020255,111085
2020255,111085
2020255,111085
2020258,111086
2020258,111086
2020258,111086
2020258,111086
2020258,111086
2020258,111086
2020258,111086
2020258,111086
2020258,111086
2020258,111086
2020261,111087
2020261,111087
2020261,111087
2020261,111087
2020261,111087
2020261,111087
2020261,111087
2020261,111087
2020261,111087
2020261,111087
2020264,111088
2020264,111088
2020264,111088
2020264,111088
2020264,111088
2020264,111088
2020264,111088
2020264,111088
2020264,111088
2020264,111088
2020267,111089
2020267,111089
2020267,111089
2020267,111089
2020267,111089
2020267,111089
2020267,111089
2020267,111089
2020267,111089
2020267,111089
2020270,111090
2020270,111090
2020270,111090
2020270,111090
2020270,111090
2020270,111090
2020270,111090
2020270,111090
2020270,111090
2020270,111090
2020273,111091
2020273,111091
2020273,111091
2020273,111091
2020273,111091
2020273,111091
2020273,111091
2020273,111091
2020273,111091
2020273,111091
2020276,111092
2020276,111092
2020276,111092
2020276,111092
2020276,111092
2020276,111092
2020276,111092
2020276,111092
2020276,111092
2020276,111092
2020279,111093
2020279,111093
2020279,111093
2020279,111093
2020279,111093
2020279,111093
2020279,111093
2020279,111093
2020279,111093
2020279,111093
2020282,111094
2020282,111094
2020282,111094
2020282,111094
2020282,111094
2020282,111094
2020282,111094
2020282,111094
2020282,111094
2020282,111094
2020285,111095
2020285,111095
2020285,111095
2020285,111095
2020285,111095
2020285,111095
2020285,111095
2020285,111095
2020285,111095
2020285,111095
2020288,111096
2020288,111096
2020288,111096
2020288,111096
2020288,111096
2020288,111096
2020288,111096
2020288,111096
2020288,111096
2020288,111096
2020291,111097
2020291,111097
2020291,111097
2020291,111097
2020291,111097
2020291,111097
2020291,111097
2020291,111097
2020291,111097
2020291,111097
2020294,111098
2020294,111098
2020294,111098
2020294,111098
2020294,111098
2020294,111098
2020294,111098
2020294,111098
2020294,111098
2020294,111098
2020297,111099
2020297,111099
2020297,111099
2020297,111099
2020297,111099
2020297,111099
2020297,111099
