timestamp,data
2025011,111001
2025014,111001
2025016,111001
2025019,111001
2025021,111001
2025024,111001
2025026,111001
2025029,111001
2025031,111001
2025034,111001
2025044,111002
2025046,111002
2025049,111002
2025051,111002
2025054,111002
2025056,111002
2025059,111002
2025061,111002
2025064,111002
2025066,111002
2025076,111003
2025079,111003
2025081,111003
2025084,111003
2025086,111003
2025089,111003
2025091,111003
2025094,111003
2025096,111003
2025099,111003
2025109,111004
2025111,111004
2025114,111004
2025116,111004
2025119,111004
2025121,111004
2025124,111004
2025126,111004
2025129,111004
2025131,111004
2025141,111005
2025144,111005
2025146,111005
2025149,111005
2025151,111005
2025154,111005
2025156,111005
2025159,111005
2025161,111005
2025164,111005
2025174,111006
2025176,111006
2025179,111006
2025181,111006
2025184,111006
2025186,111006
2025189,111006
2025191,111006
2025194,111006
2025196,111006
2025206,111007
2025209,111007
2025211,111007
2025214,111007
2025216,111007
2025219,111007
2025221,111007
2025224,111007
2025226,111007
2025229,111007
2025239,111008
2025241,111008
2025244,111008
2025246,111008
2025249,111008
2025251,111008
2025254,111008
2025256,111008
2025259,111008
2025261,111008
2025271,111009
2025274,111009
2025276,111009
2025279,111009
2025281,111009
2025284,111009
2025286,111009
2025289,111009
2025291,111009
2025294,111009
2025304,111010
2025306,111010
2025309,111010
2025311,111010
2025314,111010
2025316,111010
2025319,111010
2025321,111010
2025324,111010
2025326,111010
2025336,111011
2025339,111011
2025341,111011
2025344,111011
2025346,111011
2025349,111011
2025351,111011
2025354,111011
2025356,111011
2025359,111011
2025369,111012
2025371,111012
2025374,111012
2025376,111012
2025379,111012
2025381,111012
2025384,111012
2025386,111012
2025389,111012
2025391,111012
2025401,111013
2025404,111013
2025406,111013
2025409,111013
2025411,111013
2025414,111013
2025416,111013
2025419,111013
2025421,111013
2025424,111013
2025434,111014
2025436,111014
2025439,111014
2025441,111014
2025444,111014
2025446,111014
2025449,111014
2025451,111014
2025454,111014
2025456,111014
2025466,111015
2025469,111015
2025471,111015
2025474,111015
2025476,111015
2025479,111015
2025481,111015
2025484,111015
2025486,111015
2025489,111015
2025499,111016
2025501,111016
2025504,111016
2025506,111016
2025509,111016
2025511,111016
